Comments,User name,Created_at,Source,Like,Replies_Count,Lang
"""It's never too late to start the conversation about sexual abuse. Let's start now. #StartTalking #India""",BlissfulBreeze,7/16/2020 21:17,instagram for Android,1,122,EN
"""Let's create a society where everyone feels safe and respected. #SafeSociety #India""",EnchantedEclipse,7/16/2020 21:17,instagram Web App,1,34,EN
"""Survivors' stories deserve to be heard and believed. Let's listen and validate. #BelieveSurvivors #India""",TwilightTwirl,7/16/2020 21:17,instagram for Android,1,56,EN
"""Ending sexual abuse requires us to challenge harmful attitudes and beliefs. #ChallengeAttitudes #India""",WhisperingWhim,7/16/2020 21:17,instagram for iPhone,0,78,EN
"""Let's empower individuals to recognize and report instances of abuse. #Empowerment #India""",LuminousLabyrinth,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Ending sexual abuse requires a commitment to change from all of us. #CommitToEndAbuse #India""",CosmicCanvas,7/16/2020 21:17,instagram for Android,0,8,EN
"""We must hold institutions accountable for their response to sexual abuse. #InstitutionalAccountability #India""",MirageMystic,7/16/2020 21:17,instagram for iPhone,0,77,EN
"""Let's provide survivors with access to comprehensive support services. #SupportServices #India""",NeonNectar,7/16/2020 21:17,instagram for iPhone,0,456,EN
"""Ending sexual abuse starts with educating our youth about consent and respect. #YouthEducation #India""",SapphireSway,7/16/2020 21:17,instagram for iPhone,0,122,EN
"""Let's create a future where everyone feels safe walking down the street. #SafeStreets #India""",PixelParadigm,7/16/2020 21:17,instagram for Android,0,234,EN
"""Survivors deserve justice, healing, and support. Let's ensure they get it. #Justice #Healing #Support #India""",VelvetVista,7/16/2020 21:17,instagram Web App,0,56,EN
"""Together, we can break the cycle of silence and shame surrounding sexual abuse. #BreakTheCycle #EndShame #India""",LunarLuxe,7/16/2020 21:17,instagram for Android,0,4,EN
"""Educating ourselves about the root causes of sexual abuse is crucial for prevention. #Education #Prevention #India""",StarrySymphony,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's dismantle the culture of impunity that enables sexual abuse to thrive. #EndImpunity #India""",MysticMystique,7/16/2020 21:17,instagram for iPhone,0,1,EN
"""Ending sexual abuse requires us to challenge power dynamics and inequality. #EndInequality #India""",EchoEclipse,7/16/2020 21:17,instagram for Android,0,0,EN
"""Every survivor's journey is unique. Let's respect and support them on their path to healing. #Respect #Support #Healing #India""",PrismPinnacle,7/16/2020 21:17,instagram for iPhone,0,567,EN
"""Let's create communities where survivors feel empowered to seek help and support. #EmpowerSurvivors #SeekHelp #India""",SereneSoul,7/16/2020 21:17,instagram for Android,0,897,EN
"""We must address the intersections of race, class, gender, and sexuality in the fight against sexual abuse. #Intersectionality #EndAbuse #India""",DreamyDelight,7/16/2020 21:17,instagram for iPhone,0,4,EN
"""Sexual abuse is a violation of human rights. Let's work towards a society where everyone's rights are respected. #HumanRights #EndAbuse #India""",NovaNebula,7/16/2020 21:17,instagram for iPhone,0,33,EN
"""Let's educate ourselves about the importance of enthusiastic consent in all interactions. #ConsentCulture #EnthusiasticConsent #India""",EtherealElixir,7/16/2020 21:17,instagram for Android,0,678,EN
"""Supporting survivors means creating spaces where they feel safe to share their stories and seek help. #SafeSpaces #SupportSurvivors #India""",RadiantRadiance,7/16/2020 21:17,instagram for iPhone,0,79,EN
"""Let's challenge the harmful stereotypes and attitudes that perpetuate sexual violence. #ChallengeStereotypes #EndViolence #India""",ZenithZest,7/16/2020 21:17,instagram Web App,0,9,EN
"""Empathy and understanding are essential in supporting survivors of sexual abuse. Let's show compassion. #Empathy #Compassion #India""",CelestialCove,7/16/2020 21:17,instagram.io,0,76,EN
"""We must confront the toxic masculinity that contributes to sexual violence. Let's redefine masculinity. #RedefineMasculinity #EndViolence #India""",WanderWhisper,7/16/2020 21:17,instagram for Android,0,0,EN
"""Survivors deserve to be believed, supported, and empowered. Let's stand with them. #BelieveSurvivors #Support #Empower #India""",BlissfulBounty,7/16/2020 21:17,instagram Web App,0,0,EN
"""Ending sexual abuse requires us to challenge the culture of silence and victim-blaming. #BreakTheSilence #EndVictimBlaming #India""",EnchantedElegance,7/16/2020 21:17,instagram for Android,0,0,EN
"""Let's teach our children about consent, boundaries, and respect from a young age. #TeachConsent #Respect #India""",TwilightTango,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Supporting survivors means advocating for policies that protect their rights and ensure justice. #PolicyAdvocacy #ProtectRights #India""",WhisperingWanderer,7/16/2020 21:17,instagram for iPhone,0,1234,EN
"""Let's challenge the notion that some individuals are 'more deserving' of protection from sexual abuse. #Equality #EndAbuse #India""",LuminousLullaby,7/16/2020 21:17,instagram for Android,1,2,EN
"""Survivors are not defined by their experiences. Let's uplift their voices and honor their resilience. #UpliftSurvivors #Resilience #India""",CosmicCrescendo,7/16/2020 21:17,instagram for io,1,34,EN
"""It's important to recognize that sexual abuse can happen to anyone, regardless of age, gender, or background. #EndAbuse #Awareness #India""",MirageMelody,7/16/2020 21:17,instagram for iPhone,1,2345,EN
"""Let's create a culture where survivors are met with empathy, support, and belief when they come forward. #SupportSurvivors #Empathy #Believe #India""",NeonNook,7/16/2020 21:17,instagram for iPhone,0,67,EN
"""Ending sexual abuse requires us to challenge the systems and structures that perpetuate inequality and power imbalances. #EndInequality #ChallengeSystems #India""",SapphireSpark,7/16/2020 21:17,instagram for Android,0,0,EN
"""Educating ourselves about the various forms of sexual abuse is crucial for recognizing and preventing it. #Education #Prevention #India""",PixelPleasure,7/16/2020 21:17,instagram for iPhone,0,67,EN
"""Let's work towards creating a society where survivors are not only heard but also supported on their journey to healing. #SupportSurvivors #HealingJourney #India""",VelvetVoyager,7/16/2020 21:17,instagram Web App,0,122,EN
"""Supporting survivors means acknowledging the courage it takes for them to come forward and share their experiences. #Courage #Support #Survivors #India""",LunarLustre,7/16/2020 21:17,instagram.io,1,34,EN
"""Let's advocate for comprehensive sex education that teaches consent, boundaries, and healthy relationships. #SexEducation #Consent #HealthyRelationships #India""",StarrySpectrum,7/16/2020 21:17,instagram for Android,1,56,EN
"""Ending sexual abuse requires us to challenge the societal norms and attitudes that perpetuate violence and oppression. #EndViolence #ChallengeNorms #India""",MysticMuse,7/16/2020 21:17,instagram Web App,1,78,EN
"""Survivors deserve access to quality mental health support and resources to aid in their healing journey. #MentalHealthSupport #HealingJourney #India""",EchoEssence,7/16/2020 21:17,instagram for Android,1,9,EN
"""Let's support survivor-centered approaches that prioritize their needs, autonomy, and agency. #SurvivorCentered #Support #Autonomy #India""",PrismParagon,7/16/2020 21:17,instagram for iPhone,1,8,EN
"""Ending sexual abuse requires us to address the root causes, including gender inequality and power imbalances. #EndAbuse #GenderEquality #India""",SereneSpell,7/16/2020 21:17,instagram for iPhone,1,77,EN
"""Survivors of sexual abuse deserve to reclaim their sense of safety, dignity, and self-worth. Let's support their journey. #SupportSurvivors #ReclaimSafety #India""",DreamyDawn,7/16/2020 21:17,instagram for Android,0,456,EN
"""Let's challenge victim-blaming attitudes and instead hold perpetrators accountable for their actions. #EndVictimBlaming #Accountability #India""",NovaNimbus,7/16/2020 21:17,instagram for iPhone,0,122,EN
"""Supporting survivors means advocating for systemic changes that address the underlying issues contributing to sexual violence. #SystemicChange #SupportSurvivors #India""",EtherealExpanse,7/16/2020 21:17,instagram Web App,0,234,EN
"""Survivors' voices are powerful agents of change. Let's amplify them and work towards a safer future for all. #AmplifySurvivors #ChangeMakers #India""",RadiantRapture,7/16/2020 21:17,instagram.io,2,56,EN
"""Let's foster a culture where consent is not just understood but actively practiced and respected in all interactions. #ConsentCulture #Respect #India""",ZenithZing,7/16/2020 21:17,instagram for Android,1,4,EN
"""Survivors of sexual abuse deserve to be treated with dignity, respect, and compassion. Let's ensure they receive it. #Dignity #Respect #Compassion #India""",CelestialCrest,7/16/2020 21:17,instagram Web App,2,0,EN
"""Supporting survivors means advocating for trauma-informed approaches that prioritize their well-being and agency. #TraumaInformed #SupportSurvivors #India""",WanderWhimsy,7/16/2020 21:17,instagram Web App,1,1,EN
"""Let's challenge the attitudes and behaviors that contribute to a culture of entitlement and impunity surrounding sexual abuse. #EndEntitlement #EndImpunity #India""",BlissfulBliss,7/16/2020 21:17,instagram Web App,1,0,EN
"""Survivors of sexual abuse deserve justice, support, and healing. Let's work towards a society where these are guaranteed rights. #Justice #Support #Healing #India""",EnchantedEnigma,7/16/2020 21:17,instagram Web App,1,567,EN
"""Ending sexual abuse requires us to address the societal norms and structures that perpetuate violence and oppression. #EndViolence #ChallengeNorms #India""",TwilightTwinkle,7/16/2020 21:17,instagram Web App,0,897,EN
"""Survivors are not alone in their journey. Let's create communities of support and solidarity. #CommunitySupport #Solidarity #India""",WhisperingWhisper,7/16/2020 21:17,instagram Web App,0,4,EN
"""Let's educate ourselves about the complexities of sexual abuse and the impact it has on survivors and communities. #Education #Awareness #India""",LuminousLuminance,7/16/2020 21:17,instagram.io,0,33,EN
"""Supporting survivors means advocating for survivor-centered policies and services that prioritize their needs and well-being. #SurvivorCentered #Support #India""",CosmicCascade,7/16/2020 21:17,instagram Web App,0,678,EN
"""Survivors of sexual abuse deserve to be believed, supported, and empowered. Let's stand with them in solidarity. #BelieveSurvivors #Support #Empower #India""",MirageMiracle,7/16/2020 21:17,instagram for Android,0,79,EN
"""Let's challenge the culture of silence and stigma that surrounds sexual abuse, and instead foster a culture of openness and support. #BreakTheSilence #EndStigma #India""",NeonNexus,7/16/2020 21:17,instagram Web App,0,9,EN
"""Supporting survivors means creating environments where they feel safe to disclose their experiences and seek help without fear of judgment. #SafeEnvironments #SupportSurvivors #India""",SapphireSiren,7/16/2020 21:17,instagram for Android,0,76,EN
"""Ending sexual abuse requires us to address the intersections of race, class, gender, and sexuality in our advocacy efforts. #Intersectionality #EndAbuse #India""",PixelProwess,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's empower survivors to reclaim their narratives and redefine themselves beyond their experiences of abuse. #EmpowerSurvivors #ReclaimNarratives #India""",VelvetVerve,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Survivors of sexual abuse deserve to be treated with empathy, respect, and dignity. Let's ensure they receive the support they deserve. #Empathy #Respect #Dignity #India""",LunarLegend,7/16/2020 21:17,instagram for Android,0,0,EN
"""Enough is enough! We need to stand up against sexual abuse in India's cities. #EndSexualAbuse #India""",NeonNebula,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Sexual abuse knows no boundaries, not even in the bustling streets of Mumbai. It's time to raise our voices. #BreakTheSilence #Mumbai #India""",PixelPioneer,7/16/2020 21:17,instagram for iPhone,0,1234,EN
"""Every woman in Delhi has a story of harassment or abuse. Let's change that narrative. #SafeDelhi #StopSexualAbuse #India""",VelvetVoyage,7/16/2020 21:17,instagram for iPhone,0,2,EN
"""From Kolkata to Chennai, women face harassment every day. It's time to make our streets safe. #EndHarassment #India""",LunarLuminary,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""No woman should feel unsafe in her own city. It's time for change. #SafeCities #India""",StarrySpecter,7/16/2020 21:17,instagram for Android,0,2345,EN
"""Sexual abuse is not just a women's issue, it's a societal issue. Let's address it together. #EndAbuse #India""",MysticMingle,7/16/2020 21:17,instagram Web App,0,67,EN
"""The streets of Bangalore should be safe for everyone, regardless of gender. Let's work towards that. #SafeBangalore #India""",EchoEnigma,7/16/2020 21:17,instagram for Android,0,0,EN
"""In Hyderabad and beyond, sexual abuse is a harsh reality. Let's work towards a safer future. #EndAbuse #India""",PrismPresence,7/16/2020 21:17,instagram for iPhone,0,67,EN
"""Let's break the cycle of silence surrounding sexual abuse in India's cities. #SpeakUp #India""",SereneSynergy,7/16/2020 21:17,instagram for iPhone,0,122,EN
"""From Jaipur to Pune, every city needs to prioritize the safety of its citizens. #SafeCities #India""",DreamyDazzle,7/16/2020 21:17,instagram for Android,0,34,EN
"""The statistics of sexual abuse in India are alarming. It's time for action, not just words. #EndAbuse #India""",NovaNomad,7/16/2020 21:17,instagram Web App,0,56,EN
"""As citizens of India, it's our responsibility to create safer communities for everyone. #SafeCommunities #India""",EtherealEchoes,7/16/2020 21:17,instagram for Android,0,78,EN
"""No more turning a blind eye to the harassment and abuse faced by women in our cities. #StandTogether #India""",RadiantRipple,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Toxic masculinity has no place in our society. Let's challenge it at every level. #BreakTheCycle #India""",ZenithZephyr,7/16/2020 21:17,instagram for iPhone,0,8,EN
"""It's time to dismantle the structures that enable sexual abuse in our cities. #EndEnablers #India""",CelestialCipher,7/16/2020 21:17,instagram for Android,0,77,EN
"""Our cities should be places of opportunity and safety, not fear and harassment. #SafeCities #India""",WanderWisp,7/16/2020 21:17,instagram for io,0,456,EN
"""Educate, empower, and protect. That's how we combat sexual abuse in India. #EndAbuse #India""",BlissfulBloom,7/16/2020 21:17,instagram for iPhone,0,122,EN
"""From Lucknow to Ahmedabad, no city is immune to the epidemic of sexual abuse. #EndTheSilence #India""",EnchantedEssence,7/16/2020 21:17,instagram for iPhone,0,234,EN
"""Let's create a culture where survivors are believed and supported, not shamed or silenced. #BelieveSurvivors #India""",TwilightTrance,7/16/2020 21:17,instagram for Android,2,56,EN
"""The time for change is now. Let's make our cities safer for everyone. #SafeCities #India""",WhisperingWillow,7/16/2020 21:17,instagram for iPhone,1,4,EN
"""In the fight against sexual abuse, silence is not an option. Let your voice be heard. #SpeakOut #India""",LuminousLagoon,7/16/2020 21:17,instagram Web App,2,0,EN
"""Sexual abuse thrives in environments of secrecy and shame. It's time to break that cycle. #BreakTheCycle #India""",CosmicCascade,7/16/2020 21:17,instagram.io,1,1,EN
"""We cannot wait for someone else to take action. Each of us has a role to play in ending sexual abuse. #TakeAction #India""",MirageMystery,7/16/2020 21:17,instagram for Android,1,0,EN
"""Sexual abuse doesn't discriminate based on age, class, or religion. It's time we all unite to end it. #EndAbuse #India""",NeonNirvana,7/16/2020 21:17,instagram Web App,1,567,EN
"""From Chandigarh to Kochi, every city needs to prioritize the safety and well-being of its residents. #SafeCities #India""",SapphireSerenade,7/16/2020 21:17,instagram for Android,0,897,EN
"""Let's teach our children about consent, respect, and boundaries from an early age. #EducationIsKey #India""",PixelPulse,7/16/2020 21:17,instagram for iPhone,0,4,EN
"""Survivors of sexual abuse deserve justice, support, and compassion. Let's ensure they get it. #SupportSurvivors #India""",VelvetVortex,7/16/2020 21:17,instagram for iPhone,0,33,EN
"""It's not enough to just talk about ending sexual abuse. We need tangible actions and policies to make it happen. #ActionSpeaksLouder #India""",LunarLullaby,7/16/2020 21:17,instagram for Android,0,678,EN
"""Our cities should be spaces where everyone feels safe to live, work, and thrive. Let's make it a reality. #SafeSpaces #India""",StarrySpell,7/16/2020 21:17,instagram for iPhone,0,79,EN
"""The fight against sexual abuse is not just a women's issue; it's everyone's issue. Let's stand together. #EndAbuse #India""",MysticMingle,7/16/2020 21:17,instagram Web App,0,9,EN
"""Perpetrators of sexual abuse must be held accountable for their actions. No more impunity. #Accountability #India""",EchoElysium,7/16/2020 21:17,instagram.io,0,76,EN
"""Victim blaming and shaming only perpetuate the cycle of abuse. It's time to change the narrative. #EndVictimBlaming #India""",PrismPulse,7/16/2020 21:17,instagram for Android,0,0,EN
"""As a society, we need to dismantle the patriarchal attitudes that enable and justify sexual violence. #DismantlePatriarchy #India""",SereneSafari,7/16/2020 21:17,instagram Web App,0,0,EN
"""We must amplify the voices of survivors and listen to their experiences without judgment or disbelief. #ListenAndBelieve #India""",DreamyDestiny,7/16/2020 21:17,instagram Web App,0,0,EN
"""From street harassment to workplace abuse, no form of sexual violence should be tolerated. #ZeroTolerance #India""",NovaNest,7/16/2020 21:17,instagram Web App,0,0,EN
"""Let's create networks of support and solidarity for survivors of sexual abuse in every city. #SupportNetworks #India""",EtherealEclipse,7/16/2020 21:17,instagram Web App,0,1234,EN
"""It's time for men to step up and challenge other men's harmful behavior. Real men respect and protect women. #MenAgainstAbuse #India""",RadiantRealm,7/16/2020 21:17,instagram Web App,0,2,EN
"""We need comprehensive sex education programs that teach consent, boundaries, and healthy relationships. #SexEducation #India""",ZenithZen,7/16/2020 21:17,instagram Web App,0,34,EN
"""The fight against sexual abuse is not just about punishment; it's about prevention and education. #PreventionIsKey #India""",CelestialCanvas,7/16/2020 21:17,instagram.io,0,2345,EN
"""Together, we can create a future where every person feels safe, respected, and valued. #SafeFuture #India""",WanderWhirl,7/16/2020 21:17,instagram Web App,0,67,EN
"""Survivors of sexual abuse are not defined by their trauma; they are resilient, brave, and deserving of support. #SupportSurvivors #India""",BlissfulBreeze,7/16/2020 21:17,instagram for Android,0,0,EN
"""Let's challenge the normalization of sexual harassment and assault in our society. Silence only perpetuates the problem. #BreakTheSilence #India""",EnchantedEclipse,7/16/2020 21:17,instagram Web App,0,67,EN
"""No more excuses, no more justifications. It's time to end the culture of impunity surrounding sexual violence. #EndImpunity #India""",TwilightTwirl,7/16/2020 21:17,instagram for Android,0,122,EN
"""We need systemic changes to address the root causes of sexual abuse, not just band-aid solutions. #SystemicChange #India""",WhisperingWhim,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""The safety and well-being of women and girls must be prioritized in every aspect of policymaking and governance. #PrioritizeSafety #India""",LuminousLabyrinth,7/16/2020 21:17,instagram for iPhone,0,56,EN
"""Sexual abuse thrives in environments where power dynamics are skewed. Let's work towards a more equitable society. #EquityForAll #India""",CosmicCanvas,7/16/2020 21:17,instagram for Android,0,78,EN
"""The trauma of sexual abuse can last a lifetime, but so can the resilience and healing of survivors. #Resilience #India""",MirageMystic,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Let's challenge harmful gender stereotypes and norms that contribute to the perpetuation of sexual violence. #ChallengeNorms #India""",NeonNectar,7/16/2020 21:17,instagram for iPhone,0,8,EN
"""From Bollywood to corporate boardrooms, no industry is immune to the scourge of sexual harassment. #EndHarassment #India""",SapphireSway,7/16/2020 21:17,instagram for iPhone,0,77,EN
"""We need better support services and resources for survivors of sexual abuse in every city. #SupportServices #India""",PixelParadigm,7/16/2020 21:17,instagram for iPhone,1,456,EN
"""Survivors of sexual abuse deserve access to quality healthcare, counseling, and legal support. #AccessToJustice #India""",VelvetVista,7/16/2020 21:17,instagram for Android,1,122,EN
"""Let's create workplaces that are free from harassment and discrimination. It's not just good for business; it's the right thing to do. #SafeWorkplaces #India""",LunarLuxe,7/16/2020 21:17,instagram Web App,1,234,EN
"""The stigma surrounding sexual abuse only serves to isolate and silence survivors. It's time to break that stigma. #EndStigma #India""",StarrySymphony,7/16/2020 21:17,instagram for Android,0,56,EN
"""Sexual abuse is not just a women's issue; it affects people of all genders. Let's ensure our advocacy is inclusive and intersectional. #IntersectionalAdvocacy #India""",MysticMystique,7/16/2020 21:17,instagram for iPhone,0,4,EN
"""From universities to public parks, no space should be unsafe for women and girls. Let's reclaim our cities. #ReclaimTheStreets #India""",EchoEclipse,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's teach our sons to respect women and treat them as equals. The cycle of abuse ends with us. #RaiseBetterMen #India""",PrismPinnacle,7/16/2020 21:17,instagram for Android,0,1,EN
"""We need more representation and leadership of women in positions of power and influence. #RepresentationMatters #India""",SereneSoul,7/16/2020 21:17,instagram Web App,1,0,EN
"""Let's support organizations and initiatives working to prevent sexual abuse and support survivors. #SupportOrganizations #India""",DreamyDelight,7/16/2020 21:17,instagram for Android,1,567,EN
"""Together, we can create a culture of consent, respect, and empathy in our communities. #CultureOfConsent #India""",NovaNebula,7/16/2020 21:17,instagram for iPhone,1,897,EN
"""The fight against sexual abuse requires a collective effort from all sectors of society: government, NGOs, businesses, and individuals. #CollectiveEffort #India""",EtherealElixir,7/16/2020 21:17,instagram for iPhone,1,4,EN
"""Sexual abuse not only violates the body but also the trust and dignity of the survivor. Let's restore both. #RestoreDignity #India""",RadiantRadiance,7/16/2020 21:17,instagram for Android,1,33,EN
"""Let's believe survivors when they come forward with their stories. It's the first step towards justice and healing. #BelieveSurvivors #India""",ZenithZest,7/16/2020 21:17,instagram for io,1,678,EN
"""Education and awareness are key to preventing sexual abuse. Let's start the conversation early and often. #StartTheConversation #India""",CelestialCove,7/16/2020 21:17,instagram for iPhone,0,79,EN
"""From laws to law enforcement, we need comprehensive reforms to address sexual violence effectively. #ReformNeeded #India""",WanderWhisper,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Let's hold institutions accountable for their response to sexual abuse cases, whether it's schools, workplaces, or religious organizations. #Accountability #India""",BlissfulBounty,7/16/2020 21:17,instagram for Android,0,76,EN
"""No more victim blaming. The only person responsible for sexual abuse is the perpetrator. #EndVictimBlaming #India""",EnchantedElegance,7/16/2020 21:17,instagram for iPhone,2,0,EN
"""We need to address the underlying attitudes and beliefs that perpetuate rape culture in our society. #EndRapeCulture #India""",TwilightTango,7/16/2020 21:17,instagram Web App,1,0,EN
"""Let's create spaces where survivors feel safe to share their experiences and seek support without fear of judgment or disbelief. #SafeSpaces #India""",WhisperingWanderer,7/16/2020 21:17,instagram.io,2,0,EN
"""Survivors of sexual abuse are not alone. Let's stand with them, listen to them, and support them in their journey towards healing. #SupportSurvivors #India""",LuminousLullaby,7/16/2020 21:17,instagram for Android,1,0,EN
"""Let's prioritize the safety and well-being of children and youth, who are particularly vulnerable to sexual abuse. #ProtectChildren #India""",CosmicCrescendo,7/16/2020 21:17,instagram Web App,1,1234,EN
"""We need to dismantle the systems of power and privilege that enable sexual abuse to flourish unchecked. #DismantleSystems #India""",MirageMelody,7/16/2020 21:17,instagram for Android,1,2,EN
"""Let's challenge the narratives that blame victims and excuse perpetrators of sexual violence. #ChangeTheNarrative #India""",NeonNook,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""No more silence, no more shame. It's time to speak out against sexual abuse in all its forms. #SpeakOut #India""",SapphireSpark,7/16/2020 21:17,instagram for iPhone,0,2345,EN
"""Sexual abuse is a violation of human rights and dignity. Let's work towards a society where everyone's rights are respected. #HumanRights #India""",PixelPleasure,7/16/2020 21:17,instagram for Android,0,67,EN
"""From rural villages to urban centers, sexual abuse is a pervasive problem that demands our attention and action. #EndAbuse #India""",VelvetVoyager,7/16/2020 21:17,instagram for iPhone,0,0,EN
